40		0
41		0
42		0
43		0
44		0
45		0
46		0
47		0
48		0
49		0
50		0
51		0
52		0
53		0
54		0
55		0
56		0
57		0
58		0
59		0
60		1.65699e-10
61		5.78641e-11
62		1.78664e-11
63		4.70853e-12
64		1.00171e-12
65		1.57519e-13
66		1.6004e-14
67		8.62989e-16
68		2.78364e-17
69		0
70		0
71		0
72		0
73		0
74		0
75		0
76		0
77		0
78		0
79		0
80		0
81		0
82		0
83		0
84		0
85		0
86		0
87		1.24841e-05
88		0.0152235
89		0.130706
90		0.231668
91		0.214903
92		0.150877
93		0.0949093
94		0.0579607
95		0.0358741
96		0.0231766
97		0.0159365
98		0.0117488
99		0.00926128
100		0.00774304
101		6.33454e-09
102		6.33454e-09
103		6.33454e-09
104		6.33454e-09
105		6.33454e-09
106		6.33454e-09
107		6.33454e-09
108		6.33454e-09
109		6.33454e-09
110		6.33454e-09
111		6.33454e-09
112		6.33454e-09
113		6.33454e-09
114		6.33454e-09
115		6.33454e-09
116		6.33454e-09
117		6.33454e-09
118		6.33454e-09
119		6.33454e-09
120		6.33454e-09
121		6.33454e-09
122		6.33454e-09
123		6.33454e-09
124		6.33454e-09
125		6.33454e-09
126		6.33454e-09
127		6.33454e-09
128		6.33454e-09
129		6.33454e-09
130		6.33454e-09
131		6.33454e-09
132		6.33454e-09
133		6.33454e-09
134		6.33454e-09
135		6.33454e-09
136		6.33454e-09
137		6.33454e-09
138		6.33454e-09
139		6.33454e-09
140		6.33454e-09
141		6.33454e-09
142		6.33454e-09
143		6.33454e-09
144		6.33454e-09
145		6.33454e-09
146		6.33454e-09
147		6.33454e-09
148		6.33454e-09
149		6.33454e-09
150		6.33454e-09
