-18 8.78437e-10
-17.928 8.78437e-10
-17.928 0
-17.856 0
-17.856 1.68708e-09
-17.784 1.68708e-09
-17.784 1.78245e-09
-17.712 1.78245e-09
-17.712 0
-17.64 0
-17.64 0
-17.568 0
-17.568 0
-17.496 0
-17.496 0
-17.424 0
-17.424 0
-17.352 0
-17.352 0
-17.28 0
-17.28 5.90754e-09
-17.208 5.90754e-09
-17.208 0
-17.136 0
-17.136 0
-17.064 0
-17.064 1.64486e-08
-16.992 1.64486e-08
-16.992 0
-16.92 0
-16.92 2.39696e-08
-16.848 2.39696e-08
-16.848 0
-16.776 0
-16.776 0
-16.704 0
-16.704 3.3616e-08
-16.632 3.3616e-08
-16.632 5.05893e-08
-16.56 5.05893e-08
-16.56 0
-16.488 0
-16.488 5.567e-08
-16.416 5.567e-08
-16.416 6.65306e-08
-16.344 6.65306e-08
-16.344 1.02773e-07
-16.272 1.02773e-07
-16.272 0
-16.2 0
-16.2 0
-16.128 0
-16.128 0
-16.056 0
-16.056 1.57802e-07
-15.984 1.57802e-07
-15.984 0
-15.912 0
-15.912 0
-15.84 0
-15.84 2.54879e-07
-15.768 2.54879e-07
-15.768 3.30112e-07
-15.696 3.30112e-07
-15.696 0
-15.624 0
-15.624 0
-15.552 0
-15.552 0
-15.48 0
-15.48 0
-15.408 0
-15.408 0
-15.336 0
-15.336 0
-15.264 0
-15.264 0
-15.192 0
-15.192 0
-15.12 0
-15.12 0
-15.048 0
-15.048 0
-14.976 0
-14.976 0
-14.904 0
-14.904 0
-14.832 0
-14.832 0
-14.76 0
-14.76 2.8057e-06
-14.688 2.8057e-06
-14.688 0
-14.616 0
-14.616 0
-14.544 0
-14.544 0
-14.472 0
-14.472 0
-14.4 0
-14.4 0
-14.328 0
-14.328 7.57834e-06
-14.256 7.57834e-06
-14.256 0
-14.184 0
-14.184 1.41994e-05
-14.112 1.41994e-05
-14.112 0
-14.04 0
-14.04 0
-13.968 0
-13.968 0
-13.896 0
-13.896 2.38169e-05
-13.824 2.38169e-05
-13.824 0
-13.752 0
-13.752 1.72779e-05
-13.68 1.72779e-05
-13.68 0
-13.608 0
-13.608 0
-13.536 0
-13.536 0
-13.464 0
-13.464 0
-13.392 0
-13.392 0
-13.32 0
-13.32 0
-13.248 0
-13.248 5.64373e-05
-13.176 5.64373e-05
-13.176 0
-13.104 0
-13.104 0
-13.032 0
-13.032 0
-12.96 0
-12.96 0
-12.888 0
-12.888 0
-12.816 0
-12.816 0
-12.744 0
-12.744 0.000100339
-12.672 0.000100339
-12.672 0.000143844
-12.6 0.000143844
-12.6 0.000183851
-12.528 0.000183851
-12.528 0.000182203
-12.456 0.000182203
-12.456 0
-12.384 0
-12.384 0
-12.312 0
-12.312 0.000220926
-12.24 0.000220926
-12.24 0
-12.168 0
-12.168 0.000283658
-12.096 0.000283658
